生まれ年,年代,体力年齢,性別,身長,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1973.0,40代女性,60~64,女,165.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1973.0,40代女性,55~59,女,168.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1973.0,40代女性,55~59,女,155.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1973.0,40代女性,55~59,女,162.3,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1973.0,40代女性,35~39,女,157.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1973.0,40代女性,30~34,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1973.0,40代女性,65~69,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1973.0,40代女性,40~44,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1973.0,40代女性,55~59,女,154.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1973.0,40代女性,50~54,女,154.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1973.0,40代女性,35~39,女,163.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,55~59,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,30~34,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,40~44,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,35~39,女,155.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,65~69,女,168.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,30~34,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,45~49,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,55~59,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,45~49,女,155.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,20~24,女,165.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,50~54,女,164.5,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,30~34,女,166.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1974.0,40代女性,40~44,女,154.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1975.0,40代女性,30~34,女,155.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,False,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1975.0,40代女性,35~39,女,163.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1975.0,40代女性,60~64,女,157.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1975.0,40代女性,60~64,女,162.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1975.0,40代女性,30~34,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1975.0,40代女性,45~49,女,155.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1975.0,40代女性,40~44,女,158.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1975.0,40代女性,20~24,女,166.0,握力（右）,握力（左）,握力平均,上体起こし,False,False,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1976.0,40代女性,30~34,女,158.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1976.0,40代女性,50~54,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1976.0,40代女性,30~34,女,161.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1976.0,40代女性,50~54,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1976.0,40代女性,30~34,女,158.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1977.0,40代女性,45~49,女,152.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1977.0,40代女性,45~49,女,154.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1977.0,40代女性,35~39,女,158.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1977.0,40代女性,55~59,女,163.5,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1977.0,40代女性,45~49,女,162.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1978.0,40代女性,35~39,女,161.5,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1978.0,40代女性,20~24,女,158.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1978.0,40代女性,40~44,女,167.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1978.0,40代女性,30~34,女,162.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1978.0,40代女性,70~74,女,168.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1978.0,40代女性,50~54,女,165.5,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1979.0,40代女性,25~29,女,163.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1979.0,40代女性,40~44,女,152.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1979.0,40代女性,45~49,女,158.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1980.0,40代女性,65~69,女,166.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1980.0,40代女性,20~24,女,153.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1981.0,40代女性,20~24,女,156.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,40代女性,50~54,女,160.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1982.0,40代女性,45~49,女,163.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1983.0,40代女性,25~29,女,nan,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,False,False,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1983.0,30代女性,20~24,女,158.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1984.0,30代女性,30~34,女,162.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1985.0,30代女性,20~24,女,157.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1987.0,30代女性,25~29,女,164.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1987.0,30代女性,20~24,女,160.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,False,長座体前屈,閉眼片足立ち,棒反応,False
1987.0,30代女性,FALSE,女,157.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,False,False,2ステップ,2ステップの距離,False,False,False,False,False,閉眼片足立ち,棒反応,False
1988.0,30代女性,35~39,女,168.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1988.0,30代女性,20~24,女,159.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1989.0,30代女性,20~24,女,158.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1989.0,30代女性,25~29,女,153.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1989.0,30代女性,55~59,女,154.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1990.0,30代女性,50~54,女,166.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1990.0,30代女性,55~59,女,158.5,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1990.0,30代女性,25~29,女,158.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1991.0,30代女性,35~39,女,163.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1992.0,30代女性,20~24,女,159.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1992.0,30代女性,20~24,女,155.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,False,長座体前屈,閉眼片足立ち,棒反応,False
1992.0,30代女性,35~39,女,155.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1992.0,30代女性,30~34,女,164.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,50~54,女,162.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,50~54,女,158.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,40~44,女,165.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,45~49,女,155.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,50~54,女,160.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,40~44,女,160.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,35~39,女,160.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,35~39,女,166.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,35~39,女,157.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,45~49,女,154.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,40~44,女,154.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代女性,20~24,女,156.5,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1993.0,20代女性,25~29,女,170.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1993.0,20代女性,35~39,女,167.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1993.0,20代女性,35~39,女,154.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1994.0,20代女性,30~34,女,156.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1994.0,20代女性,20~24,女,nan,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,False,False,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1994.0,20代女性,45~49,女,151.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1994.0,20代女性,25~29,女,168.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1995.0,20代女性,35~39,女,166.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1995.0,20代女性,45~49,女,155.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1996.0,20代女性,30~34,女,152.6,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1997.0,20代女性,30~34,女,156.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1997.0,20代女性,40~44,女,161.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1998.0,20代女性,30~34,女,148.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1998.0,20代女性,45~49,女,148.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1999.0,20代女性,25~29,女,199.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
2011.0,10代女性,35~39,女,143.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
2012.0,10代女性,40~44,女,126.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
2015.0,nan,45~49,女,120.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
